Index,Concept Code,Concept Name,Preferred Concept Name
1325,27017,Carlton,"Carlton, MN"
1326,27019,Carver,"Carver, MN"
1327,27021,Cass,"Cass, MN"
1328,27023,Chippewa,"Chippewa, MN"
1329,27025,Chisago,"Chisago, MN"
1330,27027,Clay,"Clay, MN"
1331,27029,Clearwater,"Clearwater, MN"
1332,27031,Cook,"Cook, MN"
1333,27033,Cottonwood,"Cottonwood, MN"
1334,27035,Crow Wing,"Crow Wing, MN"
1335,27037,Dakota,"Dakota, MN"
1336,27039,Dodge,"Dodge, MN"
1337,27041,Douglas,"Douglas, MN"
1338,27043,Faribault,"Faribault, MN"
1339,27045,Fillmore,"Fillmore, MN"
1340,27047,Freeborn,"Freeborn, MN"
1341,27049,Goodhue,"Goodhue, MN"
1342,27051,Grant,"Grant, MN"
1343,27053,Hennepin,"Hennepin, MN"
1344,27055,Houston,"Houston, MN"
1345,27057,Hubbard,"Hubbard, MN"
1346,27059,Isanti,"Isanti, MN"
1347,27061,Itasca,"Itasca, MN"
1348,27063,Jackson,"Jackson, MN"
1349,27065,Kanabec,"Kanabec, MN"
1350,27067,Kandiyohi,"Kandiyohi, MN"
1351,27069,Kittson,"Kittson, MN"
1352,27071,Koochiching,"Koochiching, MN"
1353,27073,Lac qui Parle,"Lac qui Parle, MN"
1354,27075,Lake,"Lake, MN"
1355,27077,Lake of the Woods,"Lake of the Woods, MN"
1356,27079,Le Sueur,"Le Sueur, MN"
1357,27081,Lincoln,"Lincoln, MN"
1358,27083,Lyon,"Lyon, MN"
1359,27085,McLeod,"McLeod, MN"
1360,27087,Mahnomen,"Mahnomen, MN"
1361,27089,Marshall,"Marshall, MN"
1362,27091,Martin,"Martin, MN"
1363,27093,Meeker,"Meeker, MN"
1364,27095,Mille Lacs,"Mille Lacs, MN"
1365,27097,Morrison,"Morrison, MN"
1366,27099,Mower,"Mower, MN"
1367,27101,Murray,"Murray, MN"
1368,27103,Nicollet,"Nicollet, MN"
1369,27105,Nobles,"Nobles, MN"
1370,27107,Norman,"Norman, MN"
1371,27109,Olmsted,"Olmsted, MN"
1372,27111,Otter Tail,"Otter Tail, MN"
1373,27113,Pennington,"Pennington, MN"
1374,27115,Pine,"Pine, MN"
1375,27117,Pipestone,"Pipestone, MN"
1376,27119,Polk,"Polk, MN"
1377,27121,Pope,"Pope, MN"
1378,27123,Ramsey,"Ramsey, MN"
1379,27125,Red Lake,"Red Lake, MN"
1380,27127,Redwood,"Redwood, MN"
1381,27129,Renville,"Renville, MN"
1382,27131,Rice,"Rice, MN"
1383,27133,Rock,"Rock, MN"
1384,27135,Roseau,"Roseau, MN"
1385,27137,St. Louis,"St. Louis, MN"
1386,27139,Scott,"Scott, MN"
1387,27141,Sherburne,"Sherburne, MN"
1388,27143,Sibley,"Sibley, MN"
1389,27145,Stearns,"Stearns, MN"
1390,27147,Steele,"Steele, MN"
1391,27149,Stevens,"Stevens, MN"
1392,27151,Swift,"Swift, MN"
1393,27153,Todd,"Todd, MN"
1394,27155,Traverse,"Traverse, MN"
1395,27157,Wabasha,"Wabasha, MN"
1396,27159,Wadena,"Wadena, MN"
1397,27161,Waseca,"Waseca, MN"
1398,27163,Washington,"Washington, MN"
1399,27165,Watonwan,"Watonwan, MN"
1400,27167,Wilkin,"Wilkin, MN"
1401,27169,Winona,"Winona, MN"
1402,27171,Wright,"Wright, MN"
1403,27173,Yellow Medicine,"Yellow Medicine, MN"
1404,28001,Adams,"Adams, MS"
1405,28003,Alcorn,"Alcorn, MS"
1406,28005,Amite,"Amite, MS"
1407,28007,Attala,"Attala, MS"
1408,28009,Benton,"Benton, MS"
1409,28011,Bolivar,"Bolivar, MS"
1410,28013,Calhoun,"Calhoun, MS"
1411,28015,Carroll,"Carroll, MS"
1412,28017,Chickasaw,"Chickasaw, MS"
1413,28019,Choctaw,"Choctaw, MS"
1414,28021,Claiborne,"Claiborne, MS"
1415,28023,Clarke,"Clarke, MS"
1416,28025,Clay,"Clay, MS"
1417,28027,Coahoma,"Coahoma, MS"
1418,28029,Copiah,"Copiah, MS"
1419,28031,Covington,"Covington, MS"
1420,28033,DeSoto,"DeSoto, MS"
1421,28035,Forrest,"Forrest, MS"
1422,28037,Franklin,"Franklin, MS"
1423,28039,George,"George, MS"
1424,28041,Greene,"Greene, MS"
1425,28043,Grenada,"Grenada, MS"
1426,28045,Hancock,"Hancock, MS"
1427,28047,Harrison,"Harrison, MS"
1428,28049,Hinds,"Hinds, MS"
1429,28051,Holmes,"Holmes, MS"
1430,28053,Humphreys,"Humphreys, MS"
1431,28055,Issaquena,"Issaquena, MS"
1432,28057,Itawamba,"Itawamba, MS"
1433,28059,Jackson,"Jackson, MS"
1434,28061,Jasper,"Jasper, MS"
1435,28063,Jefferson,"Jefferson, MS"
1436,28065,Jefferson Davis,"Jefferson Davis, MS"
1437,28067,Jones,"Jones, MS"
1438,28069,Kemper,"Kemper, MS"
1439,28071,Lafayette,"Lafayette, MS"
1440,28073,Lamar,"Lamar, MS"
1441,28075,Lauderdale,"Lauderdale, MS"
1442,28077,Lawrence,"Lawrence, MS"
1443,28079,Leake,"Leake, MS"
1444,28081,Lee,"Lee, MS"
1445,28083,Leflore,"Leflore, MS"
1446,28085,Lincoln,"Lincoln, MS"
1447,28087,Lowndes,"Lowndes, MS"
1448,28089,Madison,"Madison, MS"
1449,28091,Marion,"Marion, MS"
1450,28093,Marshall,"Marshall, MS"
1451,28095,Monroe,"Monroe, MS"
1452,28097,Montgomery,"Montgomery, MS"
1453,28099,Neshoba,"Neshoba, MS"
1454,28101,Newton,"Newton, MS"
1455,28103,Noxubee,"Noxubee, MS"
1456,28105,Oktibbeha,"Oktibbeha, MS"
1457,28107,Panola,"Panola, MS"
1458,28109,Pearl River,"Pearl River, MS"
1459,28111,Perry,"Perry, MS"
1460,28113,Pike,"Pike, MS"
1461,28115,Pontotoc,"Pontotoc, MS"
1462,28117,Prentiss,"Prentiss, MS"
1463,28119,Quitman,"Quitman, MS"
1464,28121,Rankin,"Rankin, MS"
1465,28123,Scott,"Scott, MS"
1466,28125,Sharkey,"Sharkey, MS"
1467,28127,Simpson,"Simpson, MS"
1468,28129,Smith,"Smith, MS"
1469,28131,Stone,"Stone, MS"
1470,28133,Sunflower,"Sunflower, MS"
1471,28135,Tallahatchie,"Tallahatchie, MS"
1472,28137,Tate,"Tate, MS"
1473,28139,Tippah,"Tippah, MS"
1474,28141,Tishomingo,"Tishomingo, MS"
1475,28143,Tunica,"Tunica, MS"
1476,28145,Union,"Union, MS"
1477,28147,Walthall,"Walthall, MS"
1478,28149,Warren,"Warren, MS"
1479,28151,Washington,"Washington, MS"
1480,28153,Wayne,"Wayne, MS"
1481,28155,Webster,"Webster, MS"
1482,28157,Wilkinson,"Wilkinson, MS"
1483,28159,Winston,"Winston, MS"
1484,28161,Yalobusha,"Yalobusha, MS"
1485,28163,Yazoo,"Yazoo, MS"
1486,29001,Adair,"Adair, MO"
1487,29003,Andrew,"Andrew, MO"
1488,29005,Atchison,"Atchison, MO"
1489,29007,Audrain,"Audrain, MO"
1490,29009,Barry,"Barry, MO"
1491,29011,Barton,"Barton, MO"
1492,29013,Bates,"Bates, MO"
1493,29015,Benton,"Benton, MO"
1494,29017,Bollinger,"Bollinger, MO"
1495,29019,Boone,"Boone, MO"
1496,29021,Buchanan,"Buchanan, MO"
1497,29023,Butler,"Butler, MO"
1498,29025,Caldwell,"Caldwell, MO"
1499,29027,Callaway,"Callaway, MO"
1500,29029,Camden,"Camden, MO"
1501,29031,Cape Girardeau,"Cape Girardeau, MO"
1502,29033,Carroll,"Carroll, MO"
1503,29035,Carter,"Carter, MO"
1504,29037,Cass,"Cass, MO"
1505,29039,Cedar,"Cedar, MO"
1506,29041,Chariton,"Chariton, MO"
1507,29043,Christian,"Christian, MO"
1508,29045,Clark,"Clark, MO"
1509,29047,Clay,"Clay, MO"
1510,29049,Clinton,"Clinton, MO"
1511,29051,Cole,"Cole, MO"
1512,29053,Cooper,"Cooper, MO"
1513,29055,Crawford,"Crawford, MO"
1514,29057,Dade,"Dade, MO"
1515,29059,Dallas,"Dallas, MO"
1516,29061,Daviess,"Daviess, MO"
1517,29063,DeKalb,"DeKalb, MO"
1518,29065,Dent,"Dent, MO"
1519,29067,Douglas,"Douglas, MO"
1520,29069,Dunklin,"Dunklin, MO"
1521,29071,Franklin,"Franklin, MO"
1522,29073,Gasconade,"Gasconade, MO"
1523,29075,Gentry,"Gentry, MO"
1524,29077,Greene,"Greene, MO"
1525,29079,Grundy,"Grundy, MO"
1526,29081,Harrison,"Harrison, MO"
1527,29083,Henry,"Henry, MO"
1528,29085,Hickory,"Hickory, MO"
1529,29087,Holt,"Holt, MO"
1530,29089,Howard,"Howard, MO"
1531,29091,Howell,"Howell, MO"
1532,29093,Iron,"Iron, MO"
1533,29095,Jackson,"Jackson, MO"
1534,29097,Jasper,"Jasper, MO"
1535,29099,Jefferson,"Jefferson, MO"
1536,29101,Johnson,"Johnson, MO"
1537,29103,Knox,"Knox, MO"
1538,29105,Laclede,"Laclede, MO"
1539,29107,Lafayette,"Lafayette, MO"
1540,29109,Lawrence,"Lawrence, MO"
1541,29111,Lewis,"Lewis, MO"
1542,29113,Lincoln,"Lincoln, MO"
1543,29115,Linn,"Linn, MO"
1544,29117,Livingston,"Livingston, MO"
1545,29119,McDonald,"McDonald, MO"
1546,29121,Macon,"Macon, MO"
1547,29123,Madison,"Madison, MO"
1548,29125,Maries,"Maries, MO"
1549,29127,Marion,"Marion, MO"
1550,29129,Mercer,"Mercer, MO"
1551,29131,Miller,"Miller, MO"
1552,29133,Mississippi,"Mississippi, MO"
1553,29135,Moniteau,"Moniteau, MO"
1554,29137,Monroe,"Monroe, MO"
1555,29139,Montgomery,"Montgomery, MO"
1556,29141,Morgan,"Morgan, MO"
1557,29143,New Madrid,"New Madrid, MO"
1558,29145,Newton,"Newton, MO"
1559,29147,Nodaway,"Nodaway, MO"
1560,29149,Oregon,"Oregon, MO"
1561,29151,Osage,"Osage, MO"
1562,29153,Ozark,"Ozark, MO"
1563,29155,Pemiscot,"Pemiscot, MO"
1564,29157,Perry,"Perry, MO"
1565,29159,Pettis,"Pettis, MO"
1566,29161,Phelps,"Phelps, MO"
1567,29163,Pike,"Pike, MO"
1568,29165,Platte,"Platte, MO"
1569,29167,Polk,"Polk, MO"
1570,29169,Pulaski,"Pulaski, MO"
1571,29171,Putnam,"Putnam, MO"
1572,29173,Ralls,"Ralls, MO"
1573,29175,Randolph,"Randolph, MO"
1574,29177,Ray,"Ray, MO"
1575,29179,Reynolds,"Reynolds, MO"
1576,29181,Ripley,"Ripley, MO"
1577,29183,St. Charles,"St. Charles, MO"
1578,29185,St. Clair,"St. Clair, MO"
1579,29186,Ste. Genevieve,"Ste. Genevieve, MO"
1580,29187,St. Francois,"St. Francois, MO"
1581,29189,St. Louis,"St. Louis, MO"
1582,29195,Saline,"Saline, MO"
1583,29197,Schuyler,"Schuyler, MO"
1584,29199,Scotland,"Scotland, MO"
1585,29201,Scott,"Scott, MO"
1586,29203,Shannon,"Shannon, MO"
1587,29205,Shelby,"Shelby, MO"
1588,29207,Stoddard,"Stoddard, MO"
1589,29209,Stone,"Stone, MO"
1590,29211,Sullivan,"Sullivan, MO"
1591,29213,Taney,"Taney, MO"
1592,29215,Texas,"Texas, MO"
1593,29217,Vernon,"Vernon, MO"
1594,29219,Warren,"Warren, MO"
1595,29221,Washington,"Washington, MO"
1596,29223,Wayne,"Wayne, MO"
1597,29225,Webster,"Webster, MO"
1598,29227,Worth,"Worth, MO"
1599,29229,Wright,"Wright, MO"
1600,29510,St. Louis city,"St. Louis city, MO"
1601,30001,Beaverhead,"Beaverhead, MT"
1602,30003,Big Horn,"Big Horn, MT"
1603,30005,Blaine,"Blaine, MT"
1604,30007,Broadwater,"Broadwater, MT"
1605,30009,Carbon,"Carbon, MT"
1606,30011,Carter,"Carter, MT"
1607,30013,Cascade,"Cascade, MT"
1608,30015,Chouteau,"Chouteau, MT"
1609,30017,Custer,"Custer, MT"
1610,30019,Daniels,"Daniels, MT"
1611,30021,Dawson,"Dawson, MT"
1612,30023,Deer Lodge,"Deer Lodge, MT"
1613,30025,Fallon,"Fallon, MT"
1614,30027,Fergus,"Fergus, MT"
1615,30029,Flathead,"Flathead, MT"
1616,30031,Gallatin,"Gallatin, MT"
1617,30033,Garfield,"Garfield, MT"
1618,30035,Glacier,"Glacier, MT"
1619,30037,Golden Valley,"Golden Valley, MT"
1620,30039,Granite,"Granite, MT"
1621,30041,Hill,"Hill, MT"
1622,30043,Jefferson,"Jefferson, MT"
1623,30045,Judith Basin,"Judith Basin, MT"
1624,30047,Lake,"Lake, MT"
1625,30049,Lewis and Clark,"Lewis and Clark, MT"
1626,30051,Liberty,"Liberty, MT"
1627,30053,Lincoln,"Lincoln, MT"
1628,30055,McCone,"McCone, MT"
1629,30057,Madison,"Madison, MT"
1630,30059,Meagher,"Meagher, MT"
1631,30061,Mineral,"Mineral, MT"
1632,30063,Missoula,"Missoula, MT"
1633,30065,Musselshell,"Musselshell, MT"
1634,30067,Park,"Park, MT"
1635,30069,Petroleum,"Petroleum, MT"
1636,30071,Phillips,"Phillips, MT"
1637,30073,Pondera,"Pondera, MT"
1638,30075,Powder River,"Powder River, MT"
1639,30077,Powell,"Powell, MT"
1640,30079,Prairie,"Prairie, MT"
1641,30081,Ravalli,"Ravalli, MT"
1642,30083,Richland,"Richland, MT"
1643,30085,Roosevelt,"Roosevelt, MT"
1644,30087,Rosebud,"Rosebud, MT"
1645,30089,Sanders,"Sanders, MT"
1646,30091,Sheridan,"Sheridan, MT"
1647,30093,Silver Bow,"Silver Bow, MT"
1648,30095,Stillwater,"Stillwater, MT"
1649,30097,Sweet Grass,"Sweet Grass, MT"
1650,30099,Teton,"Teton, MT"
1651,30101,Toole,"Toole, MT"
1652,30103,Treasure,"Treasure, MT"
1653,30105,Valley,"Valley, MT"
1654,30107,Wheatland,"Wheatland, MT"
1655,30109,Wibaux,"Wibaux, MT"
1656,30111,Yellowstone,"Yellowstone, MT"
1657,31001,Adams,"Adams, NE"
1658,31003,Antelope,"Antelope, NE"
1659,31005,Arthur,"Arthur, NE"
1660,31007,Banner,"Banner, NE"
1661,31009,Blaine,"Blaine, NE"
1662,31011,Boone,"Boone, NE"
1663,31013,Box Butte,"Box Butte, NE"
1664,31015,Boyd,"Boyd, NE"
1665,31017,Brown,"Brown, NE"
1666,31019,Buffalo,"Buffalo, NE"
1667,31021,Burt,"Burt, NE"
1668,31023,Butler,"Butler, NE"
1669,31025,Cass,"Cass, NE"
1670,31027,Cedar,"Cedar, NE"
1671,31029,Chase,"Chase, NE"
1672,31031,Cherry,"Cherry, NE"
1673,31033,Cheyenne,"Cheyenne, NE"
1674,31035,Clay,"Clay, NE"
1675,31037,Colfax,"Colfax, NE"
1676,31039,Cuming,"Cuming, NE"
1677,31041,Custer,"Custer, NE"
1678,31043,Dakota,"Dakota, NE"
1679,31045,Dawes,"Dawes, NE"
1680,31047,Dawson,"Dawson, NE"
1681,31049,Deuel,"Deuel, NE"
1682,31051,Dixon,"Dixon, NE"
1683,31053,Dodge,"Dodge, NE"
1684,31055,Douglas,"Douglas, NE"
1685,31057,Dundy,"Dundy, NE"
1686,31059,Fillmore,"Fillmore, NE"
1687,31061,Franklin,"Franklin, NE"
1688,31063,Frontier,"Frontier, NE"
1689,31065,Furnas,"Furnas, NE"
1690,31067,Gage,"Gage, NE"
1691,31069,Garden,"Garden, NE"
1692,31071,Garfield,"Garfield, NE"
1693,31073,Gosper,"Gosper, NE"
1694,31075,Grant,"Grant, NE"
1695,31077,Greeley,"Greeley, NE"
1696,31079,Hall,"Hall, NE"
1697,31081,Hamilton,"Hamilton, NE"
1698,31083,Harlan,"Harlan, NE"
1699,31085,Hayes,"Hayes, NE"
1700,31087,Hitchcock,"Hitchcock, NE"
1701,31089,Holt,"Holt, NE"
1702,31091,Hooker,"Hooker, NE"
1703,31093,Howard,"Howard, NE"
1704,31095,Jefferson,"Jefferson, NE"
1705,31097,Johnson,"Johnson, NE"
1706,31099,Kearney,"Kearney, NE"
1707,31101,Keith,"Keith, NE"
1708,31103,Keya Paha,"Keya Paha, NE"
1709,31105,Kimball,"Kimball, NE"
1710,31107,Knox,"Knox, NE"
1711,31109,Lancaster,"Lancaster, NE"
1712,31111,Lincoln,"Lincoln, NE"
1713,31113,Logan,"Logan, NE"
1714,31115,Loup,"Loup, NE"
1715,31117,McPherson,"McPherson, NE"
1716,31119,Madison,"Madison, NE"
1717,31121,Merrick,"Merrick, NE"
1718,31123,Morrill,"Morrill, NE"
1719,31125,Nance,"Nance, NE"
1720,31127,Nemaha,"Nemaha, NE"
1721,31129,Nuckolls,"Nuckolls, NE"
1722,31131,Otoe,"Otoe, NE"
1723,31133,Pawnee,"Pawnee, NE"
1724,31135,Perkins,"Perkins, NE"
1725,31137,Phelps,"Phelps, NE"
1726,31139,Pierce,"Pierce, NE"
1727,31141,Platte,"Platte, NE"
1728,31143,Polk,"Polk, NE"
1729,31145,Red Willow,"Red Willow, NE"
1730,31147,Richardson,"Richardson, NE"
1731,31149,Rock,"Rock, NE"
1732,31151,Saline,"Saline, NE"
1733,31153,Sarpy,"Sarpy, NE"
1734,31155,Saunders,"Saunders, NE"
1735,31157,Scotts Bluff,"Scotts Bluff, NE"
1736,31159,Seward,"Seward, NE"
1737,31161,Sheridan,"Sheridan, NE"
1738,31163,Sherman,"Sherman, NE"
1739,31165,Sioux,"Sioux, NE"
1740,31167,Stanton,"Stanton, NE"
1741,31169,Thayer,"Thayer, NE"
1742,31171,Thomas,"Thomas, NE"
1743,31173,Thurston,"Thurston, NE"
1744,31175,Valley,"Valley, NE"
1745,31177,Washington,"Washington, NE"
1746,31179,Wayne,"Wayne, NE"
1747,31181,Webster,"Webster, NE"
1748,31183,Wheeler,"Wheeler, NE"
1749,31185,York,"York, NE"
1750,32001,Churchill,"Churchill, NV"
1751,32003,Clark,"Clark, NV"
1752,32005,Douglas,"Douglas, NV"
1753,32007,Elko,"Elko, NV"
1754,32009,Esmeralda,"Esmeralda, NV"
1755,32011,Eureka,"Eureka, NV"
1756,32013,Humboldt,"Humboldt, NV"
1757,32015,Lander,"Lander, NV"
1758,32017,Lincoln,"Lincoln, NV"
1759,32019,Lyon,"Lyon, NV"
1760,32021,Mineral,"Mineral, NV"
1761,32023,Nye,"Nye, NV"
1762,32027,Pershing,"Pershing, NV"
1763,32029,Storey,"Storey, NV"
1764,32031,Washoe,"Washoe, NV"
1765,32033,White Pine,"White Pine, NV"
1766,32510,Carson City,"Carson City, NV"
1767,33001,Belknap,"Belknap, NH"
1768,33003,Carroll,"Carroll, NH"
1769,33005,Cheshire,"Cheshire, NH"
1770,33007,Coos,"Coos, NH"
1771,33009,Grafton,"Grafton, NH"
1772,33011,Hillsborough,"Hillsborough, NH"
1773,33013,Merrimack,"Merrimack, NH"
1774,33015,Rockingham,"Rockingham, NH"
1775,33017,Strafford,"Strafford, NH"
1776,33019,Sullivan,"Sullivan, NH"
1777,34001,Atlantic,"Atlantic, NJ"
1778,34003,Bergen,"Bergen, NJ"
1779,34005,Burlington,"Burlington, NJ"
1780,34007,Camden,"Camden, NJ"
1781,34009,Cape May,"Cape May, NJ"
1782,34011,Cumberland,"Cumberland, NJ"
1783,34013,Essex,"Essex, NJ"
1784,34015,Gloucester,"Gloucester, NJ"
1785,34017,Hudson,"Hudson, NJ"
1786,34019,Hunterdon,"Hunterdon, NJ"
1787,34021,Mercer,"Mercer, NJ"
1788,34023,Middlesex,"Middlesex, NJ"
1789,34025,Monmouth,"Monmouth, NJ"
1790,34027,Morris,"Morris, NJ"
1791,34029,Ocean,"Ocean, NJ"
1792,34031,Passaic,"Passaic, NJ"
1793,34033,Salem,"Salem, NJ"
1794,34035,Somerset,"Somerset, NJ"
1795,34037,Sussex,"Sussex, NJ"
1796,34039,Union,"Union, NJ"
1797,34041,Warren,"Warren, NJ"
1798,35001,Bernalillo,"Bernalillo, NM"
1799,35003,Catron,"Catron, NM"
1800,35005,Chaves,"Chaves, NM"
1801,35006,Cibola,"Cibola, NM"
1802,35007,Colfax,"Colfax, NM"
1803,35009,Curry,"Curry, NM"
1804,35011,De Baca,"De Baca, NM"
1805,35013,Dona Ana,"Dona Ana, NM"
1806,35015,Eddy,"Eddy, NM"
1807,35017,Grant,"Grant, NM"
1808,35019,Guadalupe,"Guadalupe, NM"
1809,35021,Harding,"Harding, NM"
1810,35023,Hidalgo,"Hidalgo, NM"
1811,35025,Lea,"Lea, NM"
1812,35027,Lincoln,"Lincoln, NM"
1813,35028,Los Alamos,"Los Alamos, NM"
1814,35029,Luna,"Luna, NM"
1815,35031,McKinley,"McKinley, NM"
1816,35033,Mora,"Mora, NM"
1817,35035,Otero,"Otero, NM"
1818,35037,Quay,"Quay, NM"
1819,35039,Rio Arriba,"Rio Arriba, NM"
1820,35041,Roosevelt,"Roosevelt, NM"
1821,35043,Sandoval,"Sandoval, NM"
1822,35045,San Juan,"San Juan, NM"
1823,35047,San Miguel,"San Miguel, NM"
1824,35049,Santa Fe,"Santa Fe, NM"
1825,35051,Sierra,"Sierra, NM"
1826,35053,Socorro,"Socorro, NM"
1827,35055,Taos,"Taos, NM"
1828,35057,Torrance,"Torrance, NM"
1829,35059,Union,"Union, NM"
1830,35061,Valencia,"Valencia, NM"
1831,36001,Albany,"Albany, NY"
1832,36003,Allegany,"Allegany, NY"
1833,36005,Bronx,"Bronx, NY"
1834,36007,Broome,"Broome, NY"
1835,36009,Cattaraugus,"Cattaraugus, NY"
1836,36011,Cayuga,"Cayuga, NY"
1837,36013,Chautauqua,"Chautauqua, NY"
1838,36015,Chemung,"Chemung, NY"
1839,36017,Chenango,"Chenango, NY"
1840,36019,Clinton,"Clinton, NY"
1841,36021,Columbia,"Columbia, NY"
1842,36023,Cortland,"Cortland, NY"
1843,36025,Delaware,"Delaware, NY"
1844,36027,Dutchess,"Dutchess, NY"
1845,36029,Erie,"Erie, NY"
1846,36031,Essex,"Essex, NY"
1847,36033,Franklin,"Franklin, NY"
1848,36035,Fulton,"Fulton, NY"
1849,36037,Genesee,"Genesee, NY"
1850,36039,Greene,"Greene, NY"
1851,36041,Hamilton,"Hamilton, NY"
1852,36043,Herkimer,"Herkimer, NY"
1853,36045,Jefferson,"Jefferson, NY"
1854,36047,Kings,"Kings, NY"
1855,36049,Lewis,"Lewis, NY"
1856,36051,Livingston,"Livingston, NY"
1857,36053,Madison,"Madison, NY"
1858,36055,Monroe,"Monroe, NY"
1859,36057,Montgomery,"Montgomery, NY"
1860,36059,Nassau,"Nassau, NY"
1861,36061,New York,"New York, NY"
1862,36063,Niagara,"Niagara, NY"
1863,36065,Oneida,"Oneida, NY"
1864,36067,Onondaga,"Onondaga, NY"
1865,36069,Ontario,"Ontario, NY"
1866,36071,Orange,"Orange, NY"
1867,36073,Orleans,"Orleans, NY"
1868,36075,Oswego,"Oswego, NY"
1869,36077,Otsego,"Otsego, NY"
1870,36079,Putnam,"Putnam, NY"
1871,36081,Queens,"Queens, NY"
1872,36083,Rensselaer,"Rensselaer, NY"
1873,36085,Richmond,"Richmond, NY"
1874,36087,Rockland,"Rockland, NY"
1875,36089,St. Lawrence,"St. Lawrence, NY"
1876,36091,Saratoga,"Saratoga, NY"
1877,36093,Schenectady,"Schenectady, NY"
1878,36095,Schoharie,"Schoharie, NY"
1879,36097,Schuyler,"Schuyler, NY"
1880,36099,Seneca,"Seneca, NY"
1881,36101,Steuben,"Steuben, NY"
1882,36103,Suffolk,"Suffolk, NY"
1883,36105,Sullivan,"Sullivan, NY"
1884,36107,Tioga,"Tioga, NY"
1885,36109,Tompkins,"Tompkins, NY"
1886,36111,Ulster,"Ulster, NY"
1887,36113,Warren,"Warren, NY"
1888,36115,Washington,"Washington, NY"
1889,36117,Wayne,"Wayne, NY"
1890,36119,Westchester,"Westchester, NY"
1891,36121,Wyoming,"Wyoming, NY"
1892,36123,Yates,"Yates, NY"
1893,37001,Alamance,"Alamance, NC"
1894,37003,Alexander,"Alexander, NC"
1895,37005,Alleghany,"Alleghany, NC"
1896,37007,Anson,"Anson, NC"
1897,37009,Ashe,"Ashe, NC"
1898,37011,Avery,"Avery, NC"
1899,37013,Beaufort,"Beaufort, NC"
1900,37015,Bertie,"Bertie, NC"
1901,37017,Bladen,"Bladen, NC"
1902,37019,Brunswick,"Brunswick, NC"
1903,37021,Buncombe,"Buncombe, NC"
1904,37023,Burke,"Burke, NC"
1905,37025,Cabarrus,"Cabarrus, NC"
1906,37027,Caldwell,"Caldwell, NC"
1907,37029,Camden,"Camden, NC"
1908,37031,Carteret,"Carteret, NC"
1909,37033,Caswell,"Caswell, NC"
1910,37035,Catawba,"Catawba, NC"
1911,37037,Chatham,"Chatham, NC"
1912,37039,Cherokee,"Cherokee, NC"
1913,37041,Chowan,"Chowan, NC"
1914,37043,Clay,"Clay, NC"
1915,37045,Cleveland,"Cleveland, NC"
1916,37047,Columbus,"Columbus, NC"
1917,37049,Craven,"Craven, NC"
1918,37051,Cumberland,"Cumberland, NC"
1919,37053,Currituck,"Currituck, NC"
1920,37055,Dare,"Dare, NC"
1921,37057,Davidson,"Davidson, NC"
1922,37059,Davie,"Davie, NC"
1923,37061,Duplin,"Duplin, NC"
1924,37063,Durham,"Durham, NC"
1925,37065,Edgecombe,"Edgecombe, NC"
1926,37067,Forsyth,"Forsyth, NC"
1927,37069,Franklin,"Franklin, NC"
1928,37071,Gaston,"Gaston, NC"
1929,37073,Gates,"Gates, NC"
1930,37075,Graham,"Graham, NC"
1931,37077,Granville,"Granville, NC"
1932,37079,Greene,"Greene, NC"
1933,37081,Guilford,"Guilford, NC"
1934,37083,Halifax,"Halifax, NC"
1935,37085,Harnett,"Harnett, NC"
1936,37087,Haywood,"Haywood, NC"
1937,37089,Henderson,"Henderson, NC"
1938,37091,Hertford,"Hertford, NC"
1939,37093,Hoke,"Hoke, NC"
1940,37095,Hyde,"Hyde, NC"
1941,37097,Iredell,"Iredell, NC"
1942,37099,Jackson,"Jackson, NC"
1943,37101,Johnston,"Johnston, NC"
1944,37103,Jones,"Jones, NC"
1945,37105,Lee,"Lee, NC"
1946,37107,Lenoir,"Lenoir, NC"
1947,37109,Lincoln,"Lincoln, NC"
1948,37111,McDowell,"McDowell, NC"
1949,37113,Macon,"Macon, NC"
1950,37115,Madison,"Madison, NC"
1951,37117,Martin,"Martin, NC"
1952,37119,Mecklenburg,"Mecklenburg, NC"
1953,37121,Mitchell,"Mitchell, NC"
1954,37123,Montgomery,"Montgomery, NC"
1955,37125,Moore,"Moore, NC"
1956,37127,Nash,"Nash, NC"
1957,37129,New Hanover,"New Hanover, NC"
1958,37131,Northampton,"Northampton, NC"
1959,37133,Onslow,"Onslow, NC"
1960,37135,Orange,"Orange, NC"
1961,37137,Pamlico,"Pamlico, NC"
1962,37139,Pasquotank,"Pasquotank, NC"
1963,37141,Pender,"Pender, NC"
1964,37143,Perquimans,"Perquimans, NC"
1965,37145,Person,"Person, NC"
1966,37147,Pitt,"Pitt, NC"
1967,37149,Polk,"Polk, NC"
1968,37151,Randolph,"Randolph, NC"
1969,37153,Richmond,"Richmond, NC"
1970,37155,Robeson,"Robeson, NC"
1971,37157,Rockingham,"Rockingham, NC"
1972,37159,Rowan,"Rowan, NC"
1973,37161,Rutherford,"Rutherford, NC"
1974,37163,Sampson,"Sampson, NC"
1975,37165,Scotland,"Scotland, NC"
1976,37167,Stanly,"Stanly, NC"
1977,37169,Stokes,"Stokes, NC"
1978,37171,Surry,"Surry, NC"
1979,37173,Swain,"Swain, NC"
1980,37175,Transylvania,"Transylvania, NC"
1981,37177,Tyrrell,"Tyrrell, NC"
